league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,ShtCmp,ShtAtt,ShtCmp%,MedCmp,MedAtt,MedCmp%,LngCmp,LngAtt,LngCmp%,Ast,xAG,xA,A-xAG,KP,FT,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,FinalThird,CPA,Mis,Dis,Rec,PrgR,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
FRA-Ligue 1,2324,Nantes,Bastien Meupiyou,FRA,DF,18-075,2006,1,1,8,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,5,100,100,3,1,1,100,4,4,100,0,0,,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,7,1,4,3,1,0,7,0,0,,0,,4,42,5,0,0,0,1,0,3,0,8,8,0.3,0.1,1,8,0,0,,3,1,0,1,-1,-11.25,-10.54,0.1,0.8,-0.7,-7.85,-7.41,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2324,Nantes,Bénie Adama Traore,CIV,"FW,MF",21-185,2002,14,4,504,5.6,0,1,1,0,0,0,1,1,0.7,0.7,0.9,1.6,23,15,45,0,0.18,0.18,0,0.18,0.13,0.16,0.29,0.13,0.29,0,7,4,57.1,1.25,0.71,0,0,18.7,1,0,0,0.7,0.7,0.1,-0.7,-0.7,99,148,66.9,1513,448,58,73,79.5,30,42,71.4,6,17,35.3,1,0.9,1.3,0.1,8,9,4,2,15,148,129,18,3,4,0,20,2,6,2,3,0,99,1,11,15,2.68,13,1,0,1,0,0,1,0.18,1,0,0,0,0,0,8,4,2,5,1,3,7,42.9,4,3,0,3,1,9,1,0,212,4,19,91,110,23,212,25,13,52,11,44,152,1195,585,23,15,7,19,9,140,45,504,36,16.5,5.6,4,67,0,10,24,1,0.79,5,12,-7,-1.25,-0.62,6.5,9.4,-2.9,-0.51,-0.07,1,1,0,10,7,1,20,1,4,0,0,0,28,1,11,8.3
FRA-Ligue 1,2324,Nantes,Denis Petrić,SRB,GK,36-009,1988,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,8,75,156,126,2,2,100,3,3,100,1,2,50,0,0,0,0,0,0,0,0,0,8,5,2,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,7,8,0,0,0,8,0,0,,0,,6,38,16,0,0,0,0,0,4,0,24,24,0.8,0.3,0,,0,1,24,15,0,0,1,-1,-3.75,-3.04,0.2,0.1,0,0.16,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2324,Nantes,Douglas,BRA,MF,27-141,1997,25,22,1772,19.7,0,0,0,0,0,0,7,0,1.2,1.2,1.1,2.3,12,105,18,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,0,16,5,31.3,0.81,0.25,0,0,20,0,0,0,1.2,1.2,0.07,-1.2,-1.2,904,1040,86.9,15549,4365,396,439,90.2,390,431,90.5,82,118,69.5,0,1.1,1.6,-1.1,17,85,11,1,105,1040,991,47,34,4,8,20,2,11,8,2,0,904,2,11,37,1.88,26,5,0,1,3,2,2,0.1,2,0,0,0,0,0,70,42,34,30,6,30,59,50.8,29,22,8,14,26,96,30,0,1248,66,310,757,195,14,1248,8,2,25,4,50,892,4287,1756,12,16,1,16,8,806,18,1772,71,57.9,19.7,22,78,9,3,16,0,1,19,27,-8,-0.41,0.78,20.5,30.1,-9.7,-0.49,-0.08,7,0,0,48,24,0,20,26,42,0,1,0,126,8,20,28.6
FRA-Ligue 1,2324,Nantes,Enzo Mongo,FRA,DF,19-055,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,50,1,1,1,0,1,2,0,0,5,1,3,2,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,10,10,0.3,0.1,0,,0,1,10,2,3,0,1,-1,-9,-8.29,0,0.3,-0.3,-2.92,-2.47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FRA-Ligue 1,2324,Nantes,Eray Cömert,SUI,DF,26-119,1998,25,23,1995,22.2,2,0,2,2,0,0,5,0,0.7,0.7,0.2,0.8,7,57,3,0.09,0,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,2,9,3,33.3,0.41,0.14,0.22,0.67,17.1,1,0,0,0.7,0.7,0.08,1.3,1.3,941,1063,88.5,18882,6076,298,320,93.1,506,534,94.8,118,178,66.3,0,0.2,0.4,-0.2,4,57,4,2,57,1063,1006,57,37,1,19,3,3,0,0,0,0,941,0,9,16,0.72,11,0,0,2,1,2,1,0.05,0,0,0,1,0,0,42,28,28,13,1,28,38,73.7,10,35,18,17,36,78,78,1,1280,204,680,581,32,9,1280,2,1,50,1,50,910,4794,2354,7,6,0,5,1,825,3,1995,80,65.2,22.2,23,84,18,2,27,3,1.04,21,32,-11,-0.5,0.69,26.2,31.9,-5.8,-0.26,0.56,5,0,0,26,26,1,3,36,28,0,2,0,99,14,27,34.1
FRA-Ligue 1,2324,Nantes,Fabien Centonze,FRA,DF,28-138,1996,3,1,94,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,37,51,72.5,640,242,15,20,75,16,21,76.2,5,8,62.5,0,0,0.2,0,0,1,3,3,1,51,45,6,0,0,0,7,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,2,1,1,0,2,1,0,63,2,14,31,20,1,63,3,0,0,3,100,43,288,131,5,4,0,0,0,39,5,94,31,3.1,1,1,45,0,2,25,0,0,0,1,-1,-0.96,-0.23,0.9,1.7,-0.8,-0.73,-0.28,1,0,0,2,2,0,7,0,1,0,0,0,7,1,1,50
FRA-Ligue 1,2324,Nantes,Florent Mollet,FRA,"MF,FW",32-196,1991,29,24,2083,23.1,4,4,8,4,0,0,4,0,5.9,5.9,2.5,8.4,27,96,145,0.17,0.17,0.35,0.17,0.35,0.25,0.11,0.36,0.25,0.36,4,64,26,40.6,2.77,1.12,0.06,0.15,19.4,8,0,0,5.9,5.9,0.09,-1.9,-1.9,826,1063,77.7,12760,3216,425,473,89.9,301,361,83.4,56,160,35,4,2.5,2.4,1.5,38,67,16,3,96,1063,902,160,36,1,2,142,15,95,41,42,0,826,1,23,66,2.85,39,17,3,6,1,0,5,0.22,2,2,0,0,1,0,18,11,8,6,4,10,31,32.3,21,18,5,13,13,31,17,0,1298,27,170,628,508,58,1298,35,13,37.1,20,57.1,939,4799,1549,27,31,9,40,15,867,145,2083,72,68.1,23.1,24,82,11,5,25,2,0.9,20,34,-14,-0.6,0.41,25.1,32,-6.9,-0.3,0.49,4,0,0,32,21,4,142,13,11,0,0,0,112,8,14,36.4
FRA-Ligue 1,2324,Nantes,Hugo Boutsingkham,FRA,"MF,FW",21-134,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,6,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,1,3,0,0,0,3,1,0,0,1,100,1,4,0,0,0,0,0,0,1,0,11,6,0.4,0.1,0,,0,2,6,5,2,0,1,-1,-8.18,-7.47,0,0.3,-0.3,-2.65,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2324,Nantes,Ignatius Ganago,CMR,"FW,MF",25-107,1999,6,2,184,2,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,7,5,26,0,0,0,0,0,0.21,0.27,0.49,0.21,0.49,0,6,0,0,2.93,0,0,,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,31,53,58.5,475,169,17,23,73.9,11,20,55,2,2,100,0,0.6,0.5,-0.6,4,1,3,1,5,53,52,0,0,1,0,6,0,0,0,0,0,31,1,3,5,2.45,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,77,1,4,24,51,10,77,1,0,0,1,100,64,438,109,7,2,3,4,3,62,26,184,31,6,2,2,47,0,4,23,1,1,0,2,-2,-0.98,-0.26,3.3,3,0.3,0.17,0.66,0,0,0,2,6,1,6,1,0,0,0,0,8,5,6,45.5
FRA-Ligue 1,2324,Nantes,Jaouen Hadjam,ALG,DF,21-068,2003,8,0,112,1.2,0,0,0,0,0,0,0,0,0,0,0.4,0.4,6,10,17,0,0,0,0,0,0.03,0.29,0.32,0.03,0.32,0,1,0,0,0.8,0,0,,15.3,0,0,0,0,0,0.04,0,0,80,103,77.7,1332,517,37,43,86,36,44,81.8,5,12,41.7,0,0.4,0.2,-0.4,4,6,6,3,10,103,96,7,1,0,0,12,6,0,0,0,0,80,0,1,7,5.53,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,1,0,1,2,50,1,0,0,0,3,9,2,0,120,5,25,57,39,2,120,0,0,,0,,91,592,301,6,3,0,4,3,84,17,112,14,3.7,1.2,0,,0,8,14,5,0.63,0,5,-5,-4.02,-3.41,2.5,2.9,-0.3,-0.26,0.2,0,0,0,4,1,0,12,3,4,0,0,0,14,1,0,100
FRA-Ligue 1,2324,Nantes,Jean-Charles Castelletto,CMR,DF,29-128,1995,28,28,2464,27.4,2,0,2,2,0,0,5,0,0.6,0.6,0.8,1.4,24,100,31,0.07,0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,2,10,6,60,0.37,0.22,0.2,0.33,12.1,0,0,0,0.6,0.6,0.06,1.4,1.4,1147,1340,85.6,20580,7724,429,470,91.3,590,661,89.3,93,161,57.8,0,0.8,1.2,-0.8,10,85,10,3,100,1340,1267,71,24,1,2,20,47,0,0,0,0,1147,2,10,25,0.91,23,0,1,0,1,0,1,0.04,1,0,0,0,0,0,34,26,22,10,2,18,29,62.1,11,19,10,9,32,66,81,0,1560,149,659,758,150,22,1560,14,8,57.1,6,42.9,1111,5891,2885,24,22,1,15,7,1004,31,2464,88,80.5,27.4,28,88,26,0,,0,1.04,25,45,-20,-0.73,0.02,29.4,45.7,-16.2,-0.59,-0.71,5,0,0,33,18,2,20,32,26,0,2,0,138,51,32,61.4
FRA-Ligue 1,2324,Nantes,Jean-Kevin Duverne,HAI,DF,26-326,1997,19,15,1348,15,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,18,64,23,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,0,4,1,25,0.27,0.07,0,0,20,0,0,0,0.3,0.3,0.07,-0.3,-0.3,597,743,80.3,10059,4272,273,302,90.4,263,315,83.5,47,94,50,0,0.2,0.3,-0.2,3,45,8,3,64,743,653,86,15,0,2,13,71,0,0,0,0,597,4,11,12,0.8,10,0,0,1,0,1,0,0,0,0,0,0,0,0,37,19,16,17,4,18,44,40.9,26,17,5,12,18,55,34,0,894,53,324,444,133,6,894,15,9,60,6,40,621,3240,1644,18,28,1,21,8,556,23,1348,71,44.1,15,15,86,9,4,15,8,1.42,14,17,-3,-0.2,0.96,15.7,20.1,-4.4,-0.29,0.29,5,0,0,29,16,0,13,18,19,0,1,0,80,15,15,50
FRA-Ligue 1,2324,Nantes,Kelvin Amian,FRA,DF,26-115,1998,12,11,798,8.9,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.6,12,28,21,0,0.11,0.11,0,0.11,0.01,0.07,0.07,0.01,0.07,0,1,0,0,0.11,0,0,,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,268,350,76.6,4336,1782,142,159,89.3,100,127,78.7,22,45,48.9,1,0.6,0.7,0.4,5,26,4,2,28,350,266,84,8,1,0,14,76,0,0,0,0,268,0,15,8,0.9,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0,16,7,12,4,0,11,15,73.3,4,6,0,6,7,23,28,0,430,34,130,193,107,4,430,7,3,42.9,4,57.1,242,1402,609,12,10,0,11,7,232,21,798,67,26.1,8.9,11,72,6,1,11,0,0.75,6,17,-11,-1.24,-0.68,9.2,14.6,-5.3,-0.6,-0.2,2,0,0,13,3,0,14,7,7,0,0,0,19,6,4,60
FRA-Ligue 1,2324,Nantes,Lamine Diack,SEN,MF,23-200,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,1,1,8,3,0,0,0,0,0.74,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2324,Nantes,Marcus Coco,FRA,"DF,FW",27-344,1996,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.8,0.8,1,1.8,28,55,65,0.06,0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,1,9,2,22.2,0.55,0.12,0.11,0.5,20,0,0,0,0.8,0.8,0.09,0.2,0.2,473,641,73.8,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,0,1,1.1,-1,12,40,18,8,55,641,561,78,3,3,1,46,75,0,0,0,0,473,2,15,30,1.82,26,0,1,1,2,0,2,0.12,1,0,0,1,0,0,43,26,29,10,4,28,60,46.7,32,19,1,18,21,64,38,0,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65,1481,53,48.4,16.5,18,72,2,10,19,4,1.04,17,25,-8,-0.49,0.48,18.4,24.5,-6.1,-0.37,0.16,2,0,0,23,27,0,46,21,26,0,0,0,77,23,21,52.3
FRA-Ligue 1,2324,Nantes,Marquinhos,BRA,"FW,MF",21-056,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,2,4,11,0,0,0,0,0,0.15,0.43,0.58,0.15,0.58,0,5,1,20,2.92,0.58,0,0,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,50,67,74.6,768,223,30,37,81.1,18,21,85.7,2,6,33.3,0,0.7,0.7,-0.7,5,2,4,2,4,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2,9,5.26,8,0,0,0,1,0,1,0.58,0,0,0,0,1,0,3,2,2,0,1,1,4,25,3,7,2,5,6,9,1,0,99,3,17,42,40,8,99,7,4,57.1,3,42.9,66,308,115,2,2,1,2,6,60,11,154,22,5,1.7,1,57,0,6,16,4,1,3,4,-1,-0.58,0.16,3.8,4.3,-0.6,-0.33,0.13,0,0,0,7,6,1,5,6,2,1,0,0,14,2,5,28.6
FRA-Ligue 1,2324,Nantes,Matthis Abline,FRA,FW,21-066,2003,22,12,1044,11.6,5,0,5,5,0,0,1,0,3.8,3.8,2,5.8,28,20,87,0.43,0,0.43,0.43,0.43,0.33,0.17,0.5,0.33,0.5,5,42,19,45.2,3.62,1.64,0.12,0.26,17.4,0,0,0,3.8,3.8,0.09,1.2,1.2,162,231,70.1,2410,448,91,128,71.1,52,68,76.5,9,11,81.8,0,2,0.9,-2,17,6,7,2,20,231,218,12,0,2,1,7,1,0,0,0,0,162,1,11,38,3.28,30,0,5,2,1,0,2,0.17,0,0,1,0,1,0,9,4,4,3,2,3,8,37.5,5,3,0,3,3,12,5,0,386,9,36,153,209,65,386,33,19,57.6,14,42.4,294,1979,906,28,24,14,50,14,287,87,1044,47,34.1,11.6,12,72,1,10,18,5,0.95,11,17,-6,-0.52,0.33,14.9,15.5,-0.6,-0.05,0.61,1,0,0,10,13,6,7,3,4,1,0,0,39,15,27,35.7
FRA-Ligue 1,2324,Nantes,Moses Simon,NGA,"FW,MF",28-326,1995,22,21,1788,19.9,3,5,8,2,1,1,0,0,4.1,3.3,3.7,7,146,36,214,0.15,0.25,0.4,0.1,0.35,0.21,0.18,0.39,0.17,0.35,3,33,12,36.4,1.66,0.6,0.06,0.17,16.5,0,1,1,4.1,3.3,0.1,-1.1,-1.3,318,508,62.6,5209,1351,164,212,77.4,114,174,65.5,25,56,44.6,5,3.7,5.6,1.3,29,27,21,14,36,508,472,30,4,4,4,114,6,13,3,5,0,318,6,41,65,3.27,45,1,12,2,5,0,7,0.35,6,0,0,0,1,0,7,5,2,5,0,2,8,25,6,9,1,8,3,10,5,1,706,6,50,233,441,117,705,89,47,52.8,38,42.7,571,5417,2905,146,53,55,60,37,561,214,1788,81,58.4,19.9,21,84,15,1,17,0,0.95,21,31,-10,-0.5,0.56,22.5,30.7,-8.2,-0.41,0.1,0,0,0,14,29,4,114,3,5,1,0,0,51,15,24,38.5
FRA-Ligue 1,2324,Nantes,Mostafa Mohamed,EGY,FW,26-187,1997,29,24,2002,22.2,8,2,10,5,3,3,3,1,7.8,5.5,2.4,7.8,23,25,115,0.36,0.09,0.45,0.22,0.31,0.35,0.11,0.46,0.25,0.35,8,62,23,37.1,2.79,1.03,0.08,0.22,15.6,4,3,3,7.8,5.5,0.09,0.2,-0.5,238,369,64.5,3584,698,126,174,72.4,79,124,63.7,17,33,51.5,2,2.4,1.3,-0.4,23,20,10,3,25,369,341,26,0,5,2,14,2,0,0,0,0,238,2,13,48,2.16,28,1,4,12,2,1,5,0.22,3,0,0,0,1,1,21,14,7,11,3,6,28,21.4,22,21,5,16,12,33,29,0,673,34,85,322,280,103,670,35,15,42.9,18,51.4,430,2709,740,23,18,10,82,37,456,115,2002,69,65.4,22.2,24,75,5,5,39,0,0.9,21,33,-12,-0.54,0.57,20.6,34.5,-13.9,-0.63,-0.49,3,1,0,34,36,11,14,12,14,0,1,0,54,72,66,52.2
FRA-Ligue 1,2324,Nantes,Moussa Sissoko,FRA,MF,34-291,1989,26,21,1821,20.2,0,0,0,0,0,0,7,0,1.3,1.3,1.1,2.3,30,74,59,0,0,0,0,0,0.06,0.05,0.12,0.06,0.12,0,10,3,30,0.49,0.15,0,0,16,0,0,0,1.3,1.3,0.13,-1.3,-1.3,547,681,80.3,8769,2582,258,312,82.7,233,274,85,33,49,67.3,0,1.1,0.8,-1.1,14,41,9,3,74,681,655,24,11,3,3,18,11,1,0,0,0,547,2,19,36,1.78,32,0,1,2,0,1,4,0.2,3,0,0,1,0,0,27,16,13,8,6,12,25,48,13,8,2,6,12,39,31,0,823,47,175,452,211,19,823,22,10,45.5,11,50,580,3296,1644,30,25,1,23,8,512,59,1821,70,59.5,20.2,21,84,13,5,13,6,1,14,32,-18,-0.89,-0.38,19.9,28.9,-9,-0.45,0.02,7,0,0,40,3,2,18,12,16,0,0,0,114,14,23,37.8
FRA-Ligue 1,2324,Nantes,Nathan Zeze,FRA,DF,18-350,2005,13,11,1022,11.4,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,30,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0,3,0,0,0.26,0,0,,16.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,407,481,84.6,7796,2854,133,152,87.5,234,255,91.8,35,65,53.8,0,0,0.1,0,0,22,1,0,30,481,471,10,8,0,2,1,2,0,0,0,0,407,0,4,1,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,6,9,2,0,7,14,50,7,12,3,9,12,23,47,1,580,65,298,273,9,3,580,0,0,,0,,399,2126,1219,1,2,0,4,0,369,2,1022,79,33.4,11.4,11,88,10,2,26,10,0.77,6,21,-15,-1.32,-0.88,10.1,16.2,-6.1,-0.54,-0.13,1,0,0,8,7,0,1,12,6,0,0,0,36,17,12,58.6
FRA-Ligue 1,2324,Nantes,Nicolas Cozza,FRA,DF,25-146,1999,13,10,895,9.9,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.2,11,20,30,0,0,0,0,0,0.07,0.06,0.13,0.07,0.13,0,5,0,0,0.5,0,0,,12.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,270,366,73.8,4703,1884,127,152,83.6,109,140,77.9,27,52,51.9,0,0.6,0.5,-0.6,3,27,5,1,20,366,282,83,3,0,0,13,80,0,0,0,0,270,1,8,15,1.51,9,0,1,0,5,0,0,0,0,0,0,0,0,0,35,23,23,10,2,17,24,70.8,7,7,0,7,14,49,32,0,485,24,164,214,113,11,485,10,2,20,4,40,263,1352,588,11,9,2,10,8,242,30,895,69,29.2,9.9,10,86,7,3,13,1,0.85,6,21,-15,-1.51,-1.09,9.7,16.5,-6.8,-0.69,-0.33,2,0,0,9,19,1,13,14,23,0,0,0,25,7,12,36.8
FRA-Ligue 1,2324,Nantes,Nicolas Pallois,FRA,DF,36-257,1987,23,17,1589,17.7,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,6,55,2,0,0.06,0.06,0,0.06,0.01,0.02,0.03,0.01,0.03,0,4,1,25,0.23,0.06,0,0,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,620,774,80.1,12807,4616,174,206,84.5,346,384,90.1,94,164,57.3,1,0.4,0.3,0.6,3,42,5,3,55,774,729,42,21,0,2,13,16,0,0,0,0,620,3,7,9,0.51,8,0,1,0,0,0,1,0.06,1,0,0,0,0,0,34,19,21,11,2,19,35,54.3,16,37,26,11,26,60,111,0,1005,180,521,450,42,7,1005,12,9,75,3,25,596,3249,1623,6,6,0,6,3,520,2,1589,69,51.9,17.7,17,84,15,6,27,11,0.96,12,30,-18,-1.02,-0.59,18.3,27.4,-9.1,-0.51,-0.12,5,0,0,20,8,1,13,26,19,0,1,0,88,30,18,62.5
FRA-Ligue 1,2324,Nantes,Pedro Chirivella,ESP,MF,27-010,1997,32,31,2594,28.8,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.6,10,192,55,0.03,0.03,0.07,0.03,0.07,0.05,0.04,0.09,0.05,0.09,1,17,6,35.3,0.59,0.21,0.06,0.17,19.8,0,0,0,1.5,1.5,0.09,-0.5,-0.5,1494,1743,85.7,25864,7906,653,701,93.2,631,692,91.2,146,254,57.5,1,1.1,2.8,-0.1,19,168,22,7,192,1743,1628,105,67,7,10,29,4,13,8,2,0,1494,10,13,69,2.39,61,3,0,3,0,2,4,0.14,4,0,0,0,0,0,50,28,20,29,1,30,76,39.5,46,22,5,17,31,81,28,0,1935,61,373,1260,310,26,1935,8,5,62.5,2,25,1529,6608,2446,10,23,4,23,14,1440,55,2594,81,84.8,28.8,31,83,21,1,20,0,1.03,28,45,-17,-0.59,0.96,31.8,46.4,-14.6,-0.51,-0.33,5,0,0,26,21,2,29,31,28,0,0,0,165,13,18,41.9
FRA-Ligue 1,2324,Nantes,Quentin Merlin,FRA,DF,22-017,2002,16,15,1283,14.3,0,1,1,0,0,0,0,0,0.7,0.7,1.3,2,34,98,62,0,0.07,0.07,0,0.07,0.05,0.09,0.14,0.05,0.14,0,14,3,21.4,0.98,0.21,0,0,20.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,615,841,73.1,11723,4968,236,281,84,291,371,78.4,75,150,50,1,1.3,1.9,-0.3,18,72,28,8,98,841,689,148,11,8,6,63,121,16,6,5,0,615,4,17,44,3.09,36,4,0,3,0,1,5,0.35,3,1,0,1,0,0,29,20,15,12,2,16,25,64,9,22,1,21,18,47,22,0,984,39,245,452,297,19,984,19,10,52.6,9,47.4,661,3678,1787,34,38,5,17,6,596,62,1283,80,41.9,14.3,15,84,7,1,18,0,0.88,18,25,-7,-0.49,0.42,17.1,24.7,-7.6,-0.54,-0.14,0,0,0,10,10,3,63,18,20,0,0,0,88,7,10,41.2
FRA-Ligue 1,2324,Nantes,Ronaël Pierre-Gabriel,FRA,DF,25-355,1998,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12,17,12,0,0,0,0,0,0.05,0.12,0.17,0.05,0.17,0,7,0,0,1.05,0,0,,20.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,227,289,78.5,3413,1320,110,127,86.6,96,119,80.7,8,18,44.4,0,0.8,0.4,-0.8,2,17,3,1,17,289,238,50,5,0,0,9,45,0,0,0,0,227,1,11,4,0.6,1,0,0,2,1,0,0,0,0,0,0,0,0,0,15,9,12,2,1,5,7,71.4,2,13,4,9,8,23,25,0,376,35,153,146,82,8,376,8,4,50,4,50,216,1426,659,12,13,0,9,3,202,12,598,50,19.5,6.6,6,85,4,6,15,3,1.25,8,12,-4,-0.6,0.17,7.8,13.4,-5.6,-0.84,-0.47,3,0,0,4,4,0,9,8,9,0,0,0,22,9,5,64.3
FRA-Ligue 1,2324,Nantes,Rémy Descamps,FRA,GK,27-343,1996,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,128,212,60.4,4450,3581,26,26,100,35,35,100,67,150,44.7,0,0,0,0,0,5,0,0,0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,237,209,237,0,0,0,237,0,0,,0,,132,787,511,0,0,0,0,0,76,0,540,90,17.6,6,6,90,6,0,,18,1.33,10,11,-1,-0.17,0.69,7.1,12.6,-5.5,-0.92,-0.56,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3
